,PublishDate,Tweets,CleanedTweet
124,4/20/20 18:46,"There are few species on earth more fierce, clever, determined, and compassionate, than nurses. Seeing them stare down the people —some of whom are cynical, some misguided—gathering to “protest” the fight against the coronavirus is to see a literal line between right and wrong.","['earth', 'people', 'protest', 'line']"
125,4/20/20 18:44,"Please help us our lives are in danger,and no one hear us Is it fair to lose our lives because of the Egyptian minister?it is urgent and necessary our innocent life is in danger,Corona virus has no mercy but what about your hearts? @UNESCO @UNESCO @WHO #طبق_القدرات_للثانويه_ياريس","['help', 'life', 'danger', 'life', 'life', 'danger', 'virus', 'mercy', 'heart', 'طبق_القدرات_للثانويه_ياريس']"
126,4/20/20 18:42,STAY HOME!! Kentucky reports highest coronavirus infection increase after a week of protests to reopen state,"['home', 'report', 'infection', 'increase', 'week', 'protest', 'state']"
127,4/20/20 18:42,Wet markets are inhumane to animals and breeding grounds for diseases like #coronavirus. Join me in signing @AnimalEqualitys petition to #BanWetMarkets!,"['market', 'animal', 'breed', 'ground', 'sign']"
128,4/20/20 18:41,Latest Asian #coronavirus cases by Country.,"['case', 'country']"
129,4/20/20 18:41,Should #StayAtHome protestors who endanger other Americans by not following @CDCgov guidelines about physical distancing be required to sign a waiver refusing medical attention at a hospital and not take up a ventilator if they contract coronavirus? #COVID19 #StayHome,"['sign', 'attention', 'hospital', 'ventilator', 'contract']"
130,4/20/20 18:41,in these topsy turvy #coronavirus times where Piers Morgan is a hero for holding the Government to account and scientific advisors peddle myths and half truths it is comforting to know that Toby Young is still a bellend,"['time', 'piers', 'government', 'account', 'half', 'truth']"
131,4/20/20 18:44,Great video discussing changes in U.S. health care and health policy as a result of COVID19 #healthpolicy #health3111,"['change', 'health', 'care', 'health', 'policy', 'result', 'healthpolicy']"
132,4/20/20 18:41,.@realDonaldTrump is protecting us from Russian fighter jets about as diligently as he protected us from the Coronavirus.,['jet']
133,4/20/20 18:38,History! Oil now cheaper than a bottle of coke ! Never imagined this crash & #Coronavirus would both happen in my lifetime. #OilPrices,"['history', 'oil', 'crash', 'lifetime']"
134,4/20/20 18:36,Who's ready to talk about it During these times if you don't have credit it's a crucial financial hardship. Let's talk about what you are going thru during these times #coronavirus #quarantine… https://www.instagram.com/p/B_NoTiPj0Jk/?igshid=1v974p6gyoc2e,"['talk', 'time', 'credit', 'hardship', 'talk', 'time']"
135,4/20/20 18:36,Interesting to see so many previously diehard ‘LEAVE THESE SAINTS ALONE!’ Meghan/Harry fans turning on them over their latest absurd me-me-me antics. The world’s changed & people have zero tolerance for whiny rich privileged pampered celebrities during this #Coronavirus crisis.,"['fan', 'world', 'change', 'people', 'tolerance', 'celebrity', 'crisis']"
136,4/20/20 18:36,Treating your neighbor like your mother.. #cover staysafe.19 stayhomepage @UraiaTrust cicctrust corona_virus_cov_19 who unicef @yaudahprod @Coast Province https://www.instagram.com/p/B_NoQgFBPuU/?igshid=xkln7vi43e2j,"['treat', 'neighbor', 'mother', 'cover', 'stayhomepage']"
137,4/20/20 18:34,460. Broadway star Nick Cordero has leg amputated due to #TheChineseVirus #COVID19 https://pagesix.com/2020/04/19/broadway-star-nick-cordero-has-leg-amputated-due-to-coronavirus/,['leg']
138,4/20/20 18:32,"NEW: @realdonaldtrump's Mar-a-Lago Club lays off 153 workers. Trump Org has now laid off more than 2,600 workers, after the pandemic shuttered many of its top-earning properties. (Click and scroll down a couple of items)","['worker', 'worker', 'shutter', 'property', 'couple', 'item']"
139,4/20/20 18:31,Wizkid FC has been the one dragging themselves.. a fan of Wizkid made a video to trash Davido and praise Wizkid..we are used to it. A guy that doesn't even know d meaning of Corona virus they are the definition of clout chaser's.. may God heal their bitter soul pic.twitter.com/HQv5nCdawn,"['wizkid', 'fan', 'wizkid', 'trash', 'praise', 'wizkid', 'use', 'meaning', 'virus', 'definition', 'clout', 'soul']"
140,4/20/20 18:31,BREAKING NEWS: OIL JUST HIT MINUS $40 A BARREL.,"['news', 'oil']"
141,4/20/20 18:30,For the lunatics who won't take this seriously. Man Who Called Ohio's Lockdown Order 'Bullshit' Succumbs To COVID-19 John McDaniel railed on social media against Ohio's lockdown order. Weeks later he contracted the coronavirus. A few days ago he died. https://crooksandliars.com/2020/04/man-who-called-ohios-lockdown-order,"['man', 'call', 'lockdown', 'order', 'rail', 'lockdown', 'order', 'week', 'contract', 'day']"
142,4/20/20 18:30,"BREAKING: Prices for West Texas Intermediate, the American benchmark of crude oil, have plummeted to the lowest prices on record. WTI Crude oil futures saw their biggest single day drop of more than 90%.","['price', 'oil', 'price', 'record', 'oil', 'future', 'day']"
143,4/17/20 23:58,Breaking: Trump announces $19 billion for farmers hit by coronavirus to help boost food supply chain,"['help', 'boost', 'food', 'supply', 'chain']"
144,4/17/20 23:57,"“A group representing 10m doctors around the world has censured the WHO for being involved in “political games” by excluding Taiwan, saying that its absence damaged the health body’s response to the coronavirus crisis.” ","['group', 'doctor', 'world', 'game', 'absence', 'damage', 'health', 'body', 'response', 'crisis']"
145,4/17/20 23:57,Only good thing to come of the Coronavirus is the fact that I get to look like a raider when I go to the store to get some milk.,"['thing', 'fact', 'store', 'milk']"
146,4/17/20 23:55,#BREAKING - Dominica recorded no additional coronavirus cases for 10 consecutive days 17th April 2020 Dominica COVID-19 by the Numbers Confirmed cases: 16 (+0) Tests completed: 367 Recovered: 8 Deaths: 0,"['record', 'case', 'day', 'numbers', 'case', 'test', 'death']"
147,4/17/20 23:52,"Three Alaska tribes have joined a federal lawsuit that seeks to stop Alaska Native corporations from receiving coronavirus funding. Meanwhile, Assistant Secretary Tara Sweeney has been involved in a Twitter feud about the funding. ","['funding', 'assistant', 'feud', 'funding']"
148,4/17/20 23:51,“Marines Sprint Down NYC Pier to Deliver Oxygen Tanks to Dying Coronavirus Patients”,"['pier', 'tank', 'patients']"
149,4/17/20 23:51,"“You want me to say thank you? Thank you for doing your job,” Gov. Cuomo said. “Thank you for participating in a modicum of federal responsibility in a national crisis."" https://nbcnews.to/2RNpMJt","['job', 'responsibility', 'crisis']"
150,4/17/20 23:50,Trump points to stock market performance today as an indicator that his coronavirus response is working.,"['point', 'stock', 'market', 'performance', 'today', 'indicator', 'response', 'work']"
151,4/17/20 23:48,"Just in case anyone got lost and came to this tweet thinking coronavirus isn’t serious, the curve for our death rate is now starting to steepen again. ","['case', 'curve', 'death', 'rate', 'steepen']"
152,4/17/20 23:46,Iran's corruption may block IMF coronavirus aid https://upi.com/6998619t via @upi,"['corruption', 'aid']"
153,4/17/20 23:45,President Trump asked about reports that the Obama Administration gave the Wuhan Lab where Coronavirus may have come from a $3.7 million grant.,"['report', 'administration', 'lab']"
154,4/17/20 23:43,"""Who was president then? I wonder"" -- Trump is still trying to pin coronavirus on Obama ",['wonder']
155,4/17/20 23:41,"""After blaming almost everyone under the sun...and taking no responsibility himself, the President now has engineered a safer political environment where he cedes his leadership in return for being critic-in-chief,"" writes @joelockhart","['blame', 'responsibility', 'leadership', 'return', 'critic']"
156,4/17/20 23:41," Just announced: Coronavirus Food Assistance Program: $16 billion in direct support to farmers &amp; ranchers $3 billion to purchase and distribute fresh produce, dairy, and meat More details https://www.usda.gov/media/press-releases/2020/04/17/usda-announces-coronavirus-food-assistance-program #AgTwitter #COVID19","['food', 'assistance', 'program', 'support', 'farmers', 'purchase', 'dairy', 'meat', 'detail']"
157,4/17/20 23:40,Texas judge rules all registered voters can vote by mail if they fear catching the coronavirus https://cnn.it/2xBVToA,"['rule', 'voter', 'vote', 'mail', 'fear']"
158,4/17/20 23:36,"No way to manage a company, no less a country: “Trump has asked White House aides for economic response plans that would allow him to take credit for successes while offering enough flexibility to assign fault for any failures to others.”","['way', 'company', 'country', 'aide', 'response', 'plan', 'credit', 'success', 'offer', 'flexibility', 'failure']"
159,4/17/20 23:36,"*45 was enraged when 2 people died from Ebola and called the 12,469 deaths in a year from H1N1 a disaster. Now, he's calling 60K+ deaths from the coronavirus 'winning'. #WhyImNotVotingForTrump","['enrage', 'people', 'call', 'death', 'year', 'disaster', 'call', 'death']"
160,4/17/20 23:35,"Nonprofits are hurting financially from the coronavirus pandemic and need to be made eligible for aid from the CARES Act. These organizations are important to our economy, provide essential services, and will be a necessary part of an effective post-crisis recovery. ","['aid', 'cares', 'economy', 'service', 'part', 'crisis', 'recovery']"
161,4/17/20 23:34,America lost a great Medal of Honor hero today. CSM Bennie Adkins died from coronavirus. Rest in Peace sir. It was an honor to know you.,"['today', 'adkins', 'rest', 'peace']"
162,4/17/20 23:33,EXCLUSIVE: Robert F. Kennedy Jr. Drops New Bombshell — Bill Gates’ Coronavirus Vaccine Will Pay Out BILLIONS in Profits to Dr. Fauci’s Agency,"['vaccine', 'billions', 'profit']"
163,4/17/20 23:59,"Swine Flu: April 12, 2009 to April 10, 2010, CDC estimated 12,469 deaths in the U.S. ... in a FULL YEAR Coronavirus: Feb 29, 2020 to April 17, 2020, JHU reports 33,898 deaths in the U.S. ... in SIX WEEKS","['flu', 'estimate', 'death', 'year', 'report', 'death', 'weeks']"
164,4/17/20 23:58,"President Trump: the country with the highest number of deaths from the coronavirus ""has to be China."" ","['country', 'number', 'death']"
165,4/17/20 23:55,Prince Harry and Meghan Volunteer and Deliver Meals in Los Angeles Amid Coronavirus https://bit.ly/3bgOY2H,['meals']
166,4/17/20 23:53,"Iran: #Coronavirus Update, Over 30,700 Deaths, April 17, 2020, 6:00 PM CEST - NCRI https://www.ncr-iran.org/en/news/human-rights/iran-coronavirus-update-over-30700-deaths-april-17-2020-600-pm-cest/#.Xpo02bf6j_o.twitter #COVID19 #Iranregimechange #FreeIran","['update', 'death', 'iranregimechange']"
167,4/17/20 23:53,Soon in every hospital in Israel: defense companies are turning radars into coronavirus-symptom detectors @Gianlui91580067 @james_anderssen @Ibutterfly34 @208Juliet @lackboys3 @Roni4488 @lizBeth_Hineni @Irishchutzpah @MichaelsANewman https://www.jns.org/israeli-defense-companies-are-turning-radars-into-coronavirus-symptom-detectors/ via @JNS_org,"['hospital', 'defense', 'company', 'symptom']"
168,4/17/20 23:52,rt @wef @mikequindazzi @antgrasso @fisher85m A visual history of pandemics http://bit.ly/38OnSxX #coronavirus #COVID19,['history']
169,4/17/20 23:49,"Zoom by day, @houseparty by night - sounds like a plan to us!","['day', 'night', 'plan']"
170,4/17/20 23:48,Where are the biggest spikes in coronavirus cases this week? States without stay-at-home orders,"['case', 'week', 'state', 'home', 'order']"
171,4/17/20 23:44,"If you had symptoms of COVID-19 and did not get tested, reach out to your physician again. The testing criteria have expanded, and now you may be eligible to confirm your symptoms.","['symptom', 'test', 'testing', 'criterion', 'symptom']"
172,4/17/20 23:43,"WHO urges restrictions on alcohol sales amid pandemic, warns drinking can make coronavirus worse ","['restriction', 'sale', 'drinking']"
173,4/17/20 23:43,"Guys I'm not a bully, BUT If I run into the CEO of Coronavirus imma wedgie him BAD",[]
174,4/17/20 23:42,An Open Up California protest today in Huntington California. #COVID19 #coronavirus,"['protest', 'today']"
175,4/17/20 23:42,yo FUCK the coronavirus!!!!!! i need my interest baybee...... pic.twitter.com/cOMzPOqOpn,['interest']
176,4/17/20 23:42,Medal of Honor Recipient Bennie Adkins Dies of Coronavirus at 86,['dies']
177,4/17/20 23:42,"Global #coronavirus death toll surpasses 150,000 deaths at a 6.85% #covid19 death rate.","['death', 'toll', 'death', 'death', 'rate']"
